username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
tRE6NrVlRjyzJfi;2018-09-21 08:11;0;0;"ナヨンオンニ＆スンミン！！ おめでとう";;;;"1043155782831730688";https://twitter.com/tRE6NrVlRjyzJfi/status/1043155782831730688
numilly1;2018-09-21 08:11;0;0;"Queria ter um alguém que colocasse pra mim kkkhttps://twitter.com/Fprodrigues05/status/1043153420083965952 …";Luís Felipe, Davi & Tarick  💙;;;"1043155782806761473";https://twitter.com/numilly1/status/1043155782806761473
buzonglennice;2018-09-21 08:11;0;0;"grabe kaninaaaa biglang q and a whooooo";;;;"1043155782802464768";https://twitter.com/buzonglennice/status/1043155782802464768
lizzycollier;2018-09-21 08:11;0;1;"Paul Guiragossian tribute exhibition at Beirut Art Fair # paulguiragossian # BeirutArtFair # Armenian # artpic.twitter.com/B74yNxrq8G";London;;# # # #;"1043155782689280005";https://twitter.com/lizzycollier/status/1043155782689280005
amuro0531;2018-09-21 08:11;0;0;"初めまして…！ FF外なのにすいません、、 もしお時間あれば松田さんください← ここで言うのもなんですが、前からイラスト拝見させていただいてました！ フォロー失礼します！！";画像の無断保存・転載 🙅;;;"1043155782651408387";https://twitter.com/amuro0531/status/1043155782651408387
stu4519;2018-09-21 08:11;0;0;"春組 大好き";台灣;;;"1043155782533935104";https://twitter.com/stu4519/status/1043155782533935104
SAKUNA_PAIR;2018-09-21 08:11;0;1;"นิภาหลับหรอ ตอนได้ยินข่าว แล้วตอนนอนทำไมต้องขยับไปฝั่งนึงของเตียง # เลือดข้นคนจาง";;;#;"1043155782265520129";https://twitter.com/SAKUNA_PAIR/status/1043155782265520129
emiliaruizofc;2018-09-21 08:11;0;0;"LA AMO CON TODO MI CORAZÓN https://twitter.com/AleMullerA/status/1042933401681113088 …";Texas, USA;;;"1043155782055940096";https://twitter.com/emiliaruizofc/status/1043155782055940096
ashissadd;2018-09-21 08:11;1;0;"11:11 to love & be loved";;;;"1043155782035013633";https://twitter.com/ashissadd/status/1043155782035013633
SabeelShahzad3;2018-09-21 08:11;0;1;"“Mein toh pnj tn ka ghulam hoon.....” WB aap nay itnaaaaay khubsurat andaaz say parha keh lutf agaya sun kr..... Waqayay hi mehsus ho raha tha k aap itnaaaaay Dil say parha rahay hain...... Salamt rahen aap...... @ WaseemBadami";Rawalpindi, Pakistan;@;;"1043155781879844864";https://twitter.com/SabeelShahzad3/status/1043155781879844864
ohhhhkiena;2018-09-21 08:11;0;0;"https://twitter.com/johnjoshcarillo/status/1042020657851056129 …";;;;"1043155781393076224";https://twitter.com/ohhhhkiena/status/1043155781393076224
Eaeallera;2018-09-21 08:11;0;0;"Send foods";taguig city;;;"1043155781263089664";https://twitter.com/Eaeallera/status/1043155781263089664
fish_miyutun;2018-09-21 08:11;0;1;"やったぁぁ！！！！ わたしも愛してるわぁぁ";;;;"1043155780948525056";https://twitter.com/fish_miyutun/status/1043155780948525056
